Label,Text,%digits,%max_digit_skip_0,%ascii,length,first_character_ascii,first_character_digit
0,"Pham Hoang Sam
",0.0,0.0,0.8,15,1,0
0,"Lam LE
",0.0,0.0,0.7142857142857143,7,1,0
0,"Mạc Minh Quân
",0.0,0.0,0.6428571428571429,14,1,0
0,"Lê Ánh Tuyết
",0.0,0.0,0.5384615384615384,13,1,0
0,"Nguyen Thi Huyen Trang
",0.0,0.0,0.8260869565217391,23,1,0
0,"cao xuan an
",0.0,0.0,0.75,12,1,0
0,"Tran Kien Trung
",0.0,0.0,0.8125,16,1,0
0,"susan tat nguyen
",0.0,0.0,0.8235294117647058,17,1,0
0,"Mary Teresa Lan PHAM aka Vũ thúy Lan
",0.0,0.0,0.7297297297297297,37,1,0
0,"lê thúy bảo Nhi
",0.0,0.0,0.5625,16,1,0
0,"Robert Renau
",0.0,0.0,0.8461538461538461,13,1,0
0,"Nguyễn Đăng Tứ
",0.0,0.0,0.5333333333333333,15,1,0
0,"Đỗ Hoàng Tân
",0.0,0.0,0.46153846153846156,13,1,0
0,"Hoang Thanh
",0.0,0.0,0.8333333333333334,12,1,0
0,"Đỗ Thanh Dương
",0.0,0.0,0.5333333333333333,15,1,0
0,"Le Thanh Tuan
",0.0,0.0,0.7857142857142857,14,1,0
0,"Nguyễn Hương Diệu
",0.0,0.0,0.6111111111111112,18,1,0
0,"Hồ Văn Trang
",0.0,0.0,0.6153846153846154,13,1,0
0,"Phạm Hữu Kiên
",0.0,0.0,0.5714285714285714,14,1,0
0,"phan tran tuan anh
",0.0,0.0,0.7894736842105263,19,1,0
0,"Dương Thị Việt Hoa
",0.0,0.0,0.5714285714285714,21,1,0
0,"Thùy Linh
",0.0,0.0,0.7,10,1,0
0,"Hien Bui
",0.0,0.0,0.7777777777777778,9,1,0
0,"Hoàng Giang
",0.0,0.0,0.75,12,1,0
0,"nguyen van dung
",0.0,0.0,0.8125,16,1,0
0,"Nguyễn Lê Trí
",0.0,0.0,0.5714285714285714,14,1,0
0,"Doan Khanh An
",0.0,0.0,0.7857142857142857,14,1,0
0,"Xuân Phạm
",0.0,0.0,0.6,10,1,0
0,"Nguyen Thanh Y
",0.0,0.0,0.8,15,1,0
0,"Phan Hữu Đức
",0.0,0.0,0.5384615384615384,13,1,0
0,"Nguyễn Văn Chuyên
",0.0,0.0,0.6666666666666666,18,1,0
0,"Nguyễn Tâm Thiện (Vũ Tuân/KVC)
",0.0,0.0,0.5806451612903226,31,1,0
0,"Nguyen Quang
",0.0,0.0,0.8461538461538461,13,1,0
0,"tran minh tuan
",0.0,0.0,0.8,15,1,0
0,"tran dac long
",0.0,0.0,0.7857142857142857,14,1,0
0,"Ngoc Quynh Nguyen
",0.0,0.0,0.8333333333333334,18,1,0
0,"Phạm Trần Tùng
",0.0,0.0,0.6,15,1,0
0,"NGUYEN Minh Duc
",0.0,0.0,0.8125,16,1,0
0,"Nguyễn Hữu Quý
",0.0,0.0,0.6,15,1,0
0,"Truong N. Q. Tran
",0.0,0.0,0.6666666666666666,18,1,0
0,"Dạ Thảo Phương
",0.0,0.0,0.5333333333333333,15,1,0
0,"Nguyễn Thị Thủy Minh
",0.0,0.0,0.6666666666666666,21,1,0
0,"Đỗ Trung
",0.0,0.0,0.5555555555555556,9,1,0
0,"Nguyen Tuan Khanh
",0.0,0.0,0.8333333333333334,18,1,0
0,"Nguyễn Văn Đạo
",0.0,0.0,0.5333333333333333,15,1,0
0,"Nguyễn Trung Nhật
",0.0,0.0,0.7222222222222222,18,1,0
0,"Nguyen Thi Thao
",0.0,0.0,0.8125,16,1,0
0,"ĐẶNGTHỊ TẦM
",0.0,0.0,0.5,12,1,0
0,"Nguyễn văn Lịch
",0.0,0.0,0.625,16,1,0
0,"nguyen tuan hiep
",0.0,0.0,0.8235294117647058,17,1,0
0,"nguyễn thị thanh hậu
",0.0,0.0,0.6666666666666666,21,1,0
0,"Khoi M. Tran
",0.0,0.0,0.6923076923076923,13,1,0
0,"Tran Duy Anh
",0.0,0.0,0.7692307692307693,13,1,0
0,"Nguyen Diep Phuong
",0.0,0.0,0.8421052631578947,19,1,0
0,"Kinh Mach
",0.0,0.0,0.8,10,1,0
0,"Nguyễn văn Tường
",0.0,0.0,0.5882352941176471,17,1,0
0,"Vũ Quảng Bình
",0.0,0.0,0.5714285714285714,14,1,0
0,"Phan Manh Tuan
",0.0,0.0,0.8,15,1,0
0,"Tinh Nguyen
",0.0,0.0,0.8333333333333334,12,1,0
0,"Nguyen Van Phap
",0.0,0.0,0.8125,16,1,0
0,"Phạm Đăng Ngọc
",0.0,0.0,0.5333333333333333,15,1,0
0,"Nguyễn Văn Trợ
",0.0,0.0,0.6,15,1,0
0,"Phat Pham
",0.0,0.0,0.8,10,1,0
0,"Vũ Ngọc Thăng
",0.0,0.0,0.5714285714285714,14,1,0
0,"charlie chau
",0.0,0.0,0.8461538461538461,13,1,0
0,"Ngo bong
",0.0,0.0,0.7777777777777778,9,1,0
0,"Toan T. Duong
",0.0,0.0,0.7142857142857143,14,1,0
0,"Phạm Hoàng Quân
",0.0,0.0,0.625,16,1,0
0,"Hồ Huy Cường
",0.0,0.0,0.5384615384615384,13,1,0
0,"Hai  Truong
",0.0,0.0,0.75,12,1,0
0,"Steven huynh
",0.0,0.0,0.8461538461538461,13,1,0
0,"Phạm Thị Minh Am
",0.0,0.0,0.6470588235294118,17,1,0
0,"dao van bien
",0.0,0.0,0.7692307692307693,13,1,0
0,"Nguyễn Thị Hải
",0.0,0.0,0.6,15,1,0
0,"hankhanh
",0.0,0.0,0.8888888888888888,9,1,0
0,"Nguyễn Hoài Nam
",0.0,0.0,0.6875,16,1,0
0,"Nguyễn Thị Hoài Linh
",0.0,0.0,0.6666666666666666,21,1,0
0,"lê đức quang
",0.0,0.0,0.5384615384615384,13,1,0
0,"Cấn Đình Việt
",0.0,0.0,0.5,14,1,0
0,"lại đăng tuấn
",0.0,0.0,0.5,14,1,0
0,"lê thi minh hông
",0.0,0.0,0.6470588235294118,17,1,0
0,"Lê Mạnh Hùng
",0.0,0.0,0.5384615384615384,13,1,0
0,"PHẠM TRẦN ANH QUÂN
",0.0,0.0,0.631578947368421,19,1,0
0,"Ho Van Quan
",0.0,0.0,0.75,12,1,0
0,"Phạm Thị Sinh
",0.0,0.0,0.6428571428571429,14,1,0
0,"Nguyễn Công Thành
",0.0,0.0,0.6666666666666666,18,1,0
0,"nguyễn việt cường
",0.0,0.0,0.6111111111111112,18,1,0
0,"TRAN THANH NHAT
",0.0,0.0,0.8125,16,1,0
0,"Phạm Minh Duy
",0.0,0.0,0.7142857142857143,14,1,0
0,"Lynn Nguyen
",0.0,0.0,0.8333333333333334,12,1,0
0,"PHAN ANH KY
",0.0,0.0,0.75,12,1,0
0,"Trương Đặng Tuấn Đạt
",0.0,0.0,0.47619047619047616,21,1,0
0,"Đồng minh Tuấn
",0.0,0.0,0.6,15,1,0
0,"Diane Doan
",0.0,0.0,0.8181818181818182,11,1,0
0,"Đoàn Hòa
",0.0,0.0,0.4444444444444444,9,1,0
0,"Hà Thạch Hương
",0.0,0.0,0.5333333333333333,15,1,0
