Label,Text,%digits,%max_digit_skip_0,%ascii,length,first_character_ascii,first_character_digit
2,"08 3848 9771
",0.7692307692307693,1.0,0.0,13,0,1
2,"043566 7999 (4 lines)
",0.5,0.6363636363636364,0.22727272727272727,22,0,1
2,"(84-4) 3868 8895
",0.6470588235294118,0.9411764705882353,0.0,17,0,0
2,"04.6.281.4083
",0.7142857142857143,1.0,0.0,14,0,1
2,"04.7305 ló88
",0.6153846153846154,0.5384615384615384,0.07692307692307693,13,0,1
2,"0312.88.33.86
",0.7142857142857143,1.0,0.0,14,0,1
2,"(04) 37414112
",0.7142857142857143,0.9285714285714286,0.0,14,0,0
2,"(04) 6652 2080
",0.6666666666666666,0.9333333333333333,0.0,15,0,0
2,"(84-4) 66865678
",0.6875,0.9375,0.0,16,0,0
2,"0938210401
",0.9090909090909091,1.0,0.0,11,0,1
2,"0466 5257 52
",0.7692307692307693,1.0,0.0,13,0,1
2,"04.38294693
",0.8333333333333334,1.0,0.0,12,0,1
2,"04.3833.3158
",0.7692307692307693,1.0,0.0,13,0,1
2,"(84-4)36876301
",0.7333333333333333,0.9333333333333333,0.0,15,0,0
2,"0916 133488
",0.8333333333333334,1.0,0.0,12,0,1
2,"043628 5428
",0.8333333333333334,1.0,0.0,12,0,1
2,"04.3356 0482
",0.7692307692307693,1.0,0.0,13,0,1
2,"0938 749 378
",0.7692307692307693,1.0,0.0,13,0,1
2,"(+844)3854 4673
",0.6875,0.875,0.0,16,0,0
2,"(+84 4) 38S4 0212
",0.5555555555555556,0.8888888888888888,0.05555555555555555,18,0,0
2,"(04) 371g0 788
",0.6,0.4,0.06666666666666667,15,0,0
2,"04.6287.1653
",0.7692307692307693,1.0,0.0,13,0,1
2,"(+84-4) 6682 2681
",0.6111111111111112,0.8888888888888888,0.0,18,0,0
2,"(+84) 907 91 7279
",0.6111111111111112,0.8888888888888888,0.0,18,0,0
2,"84-66-2681
",0.7272727272727273,1.0,0.0,11,0,1
2,"4) 30330450 _
",0.6428571428571429,1.0,0.0,14,0,1
2,"(+844)39289999
",0.7333333333333333,0.8666666666666667,0.0,15,0,0
2,"0904.04.04.86
",0.7142857142857143,1.0,0.0,14,0,1
2,"04.6260.2180
",0.7692307692307693,1.0,0.0,13,0,1
2,"0313.610.379
",0.7692307692307693,1.0,0.0,13,0,1
2,"04. 246 29 26
",0.6428571428571429,1.0,0.0,14,0,1
2,"04. 533 79 06
",0.6428571428571429,1.0,0.0,14,0,1
2,"04, 766 9785
",0.6923076923076923,1.0,0.0,13,0,1
2,"84.4.62811282
",0.7857142857142857,1.0,0.0,14,0,1
2,"(84-4) 37877137
",0.6875,0.9375,0.0,16,0,0
2,"04.3564,2639
",0.7692307692307693,1.0,0.0,13,0,1
2,"04.3564.2638
",0.7692307692307693,1.0,0.0,13,0,1
2,"0916.232.592
",0.7692307692307693,1.0,0.0,13,0,1
2,"+84. 8.628.08070
",0.6470588235294118,0.9411764705882353,0.0,17,0,0
2,"62807283
",0.8888888888888888,1.0,0.0,9,0,1
2,"+84. 4.3773 3703
",0.6470588235294118,0.9411764705882353,0.0,17,0,0
2,"3773 3704
",0.8,1.0,0.0,10,0,1
2,"04. 3641 7159
",0.7142857142857143,1.0,0.0,14,0,1
2,"0436285101
",0.9090909090909091,1.0,0.0,11,0,1
2,"0918.667.886
",0.7692307692307693,1.0,0.0,13,0,1
2,"0866766454
",0.9090909090909091,1.0,0.0,11,0,1
2,"0927.333.554
",0.7692307692307693,1.0,0.0,13,0,1
2,"04.3627 6669
",0.7692307692307693,1.0,0.0,13,0,1
2,"04.3633.3468
",0.7692307692307693,1.0,0.0,13,0,1
2,"0917.186.669
",0.7692307692307693,1.0,0.0,13,0,1
2,"04- 37 | 5 409
",0.5333333333333333,1.0,0.0,15,0,1
2,"04. 37 | 5 4092
",0.5625,1.0,0.0,16,0,1
2,"04.ó.27&ó3ó8
",0.46153846153846156,1.0,0.0,13,0,1
2,"04. 37 || 5 4093
",0.5294117647058824,1.0,0.0,17,0,1
2,"+84-4, 3787 1872
",0.6470588235294118,0.9411764705882353,0.0,17,0,0
2,"04.62.920.338
",0.7142857142857143,1.0,0.0,14,0,1
2,"0211371 6768
",0.8461538461538461,1.0,0.0,13,0,1
2,"04. 2243 1334
",0.7142857142857143,1.0,0.0,14,0,1
2,"04.3767.5988
",0.7692307692307693,1.0,0.0,13,0,1
2,"0988992518
",0.9090909090909091,1.0,0.0,11,0,1
2,"01688883627
",0.9166666666666666,1.0,0.0,12,0,1
2,"0907000350
",0.9090909090909091,1.0,0.0,11,0,1
2,"0989420655
",0.9090909090909091,1.0,0.0,11,0,1
2,"01699118349
",0.9166666666666666,1.0,0.0,12,0,1
2,"01689525898
",0.9166666666666666,1.0,0.0,12,0,1
2,"0907467077
",0.9090909090909091,1.0,0.0,11,0,1
2,"01235099415
",0.9166666666666666,1.0,0.0,12,0,1
2,"0906919522
",0.9090909090909091,1.0,0.0,11,0,1
2,"01214907840
",0.9166666666666666,1.0,0.0,12,0,1
2,"0939945565
",0.9090909090909091,1.0,0.0,11,0,1
2,"0939166160
",0.9090909090909091,1.0,0.0,11,0,1
2,"0914409356
",0.9090909090909091,1.0,0.0,11,0,1
2,"0979748494
",0.9090909090909091,1.0,0.0,11,0,1
2,"0913199757
",0.9090909090909091,1.0,0.0,11,0,1
2,"0918122588
",0.9090909090909091,1.0,0.0,11,0,1
2,"0918660420
",0.9090909090909091,1.0,0.0,11,0,1
2,"0963939994
",0.9090909090909091,1.0,0.0,11,0,1
2,"01295779916
",0.9166666666666666,1.0,0.0,12,0,1
2,"01693535884
",0.9166666666666666,1.0,0.0,12,0,1
2,"0919444383
",0.9090909090909091,1.0,0.0,11,0,1
2,"01697277498
",0.9166666666666666,1.0,0.0,12,0,1
2,"0986716397
",0.9090909090909091,1.0,0.0,11,0,1
2,"0837271516
",0.9090909090909091,1.0,0.0,11,0,1
2,"0913133894
",0.9090909090909091,1.0,0.0,11,0,1
2,"01677303904
",0.9166666666666666,1.0,0.0,12,0,1
2,"0916438487
",0.9090909090909091,1.0,0.0,11,0,1
2,"0907094345
",0.9090909090909091,1.0,0.0,11,0,1
2,"0925048498
",0.9090909090909091,1.0,0.0,11,0,1
2,"0917326426
",0.9090909090909091,1.0,0.0,11,0,1
2,"01633871544
",0.9166666666666666,1.0,0.0,12,0,1
2,"01656364757
",0.9166666666666666,1.0,0.0,12,0,1
2,"0903918485
",0.9090909090909091,1.0,0.0,11,0,1
2,"0939849458
",0.9090909090909091,1.0,0.0,11,0,1
2,"01656364757
",0.9166666666666666,1.0,0.0,12,0,1
2,"0918035895
",0.9090909090909091,1.0,0.0,11,0,1
2,"01257542074
",0.9166666666666666,1.0,0.0,12,0,1
2,"0942600799
",0.9090909090909091,1.0,0.0,11,0,1
2,"0948881449
",0.9090909090909091,1.0,0.0,11,0,1
2,"06503820328
",0.9166666666666666,1.0,0.0,12,0,1
2,"01217221021
",0.9166666666666666,1.0,0.0,12,0,1
2,"0933029135
",0.9090909090909091,1.0,0.0,11,0,1
2,"0973753259
",0.9090909090909091,1.0,0.0,11,0,1
2,"0935611126
",0.9090909090909091,1.0,0.0,11,0,1
2,"01223444945
",0.9166666666666666,1.0,0.0,12,0,1
2,"01265558169
",0.9166666666666666,1.0,0.0,12,0,1
2,"0973152724
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912029889
",0.9090909090909091,1.0,0.0,11,0,1
2,"01682562472
",0.9166666666666666,1.0,0.0,12,0,1
2,"0982594154
",0.9090909090909091,1.0,0.0,11,0,1
2,"0977446455
",0.9090909090909091,1.0,0.0,11,0,1
2,"0939079699
",0.9090909090909091,1.0,0.0,11,0,1
2,"0937711864
",0.9090909090909091,1.0,0.0,11,0,1
2,"0938476592
",0.9090909090909091,1.0,0.0,11,0,1
2,"0945213369
",0.9090909090909091,1.0,0.0,11,0,1
2,"0913647340
",0.9090909090909091,1.0,0.0,11,0,1
2,"0907324829
",0.9090909090909091,1.0,0.0,11,0,1
2,"0919883336
",0.9090909090909091,1.0,0.0,11,0,1
2,"08. 6264 5449
",0.7142857142857143,1.0,0.0,14,0,1
2,"1900 6878 
",0.7272727272727273,1.0,0.0,11,0,1
2,"(08) 38 335 896
",0.625,0.9375,0.0,16,0,0
2,"(84-24) б6755516
",0.6470588235294118,0.9411764705882353,0.0,17,0,0
2," 03737.99999
",0.7692307692307693,0.9230769230769231,0.0,13,0,0
2,"952.851.0911
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.9446
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.1649
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.858.9599
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.6118
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.858.9599
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.814.1100
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.851.9011
",0.7692307692307693,1.0,0.0,13,0,1
2,"212.673.5424
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.9220
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.8554
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.5393
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.814.1100
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.851.9011
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.1063
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.858.8848
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.4388
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.9220
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.5753
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.8554
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.5393
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.1063
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.858.9215
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.4388
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.854.5753
",0.7692307692307693,1.0,0.0,13,0,1
2,"952.858.9215
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-3986
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-851-0911
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-851-9011
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-9446
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-1649
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-6118
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-3986
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-858-9599
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-814-1100
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-851-9011
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-9220
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-8554
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-5393
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-858-8848
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-4388
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-854-5753
",0.7692307692307693,1.0,0.0,13,0,1
2,"952-858-9215
",0.7692307692307693,1.0,0.0,13,0,1
2,"212-989-1088
",0.7692307692307693,1.0,0.0,13,0,1
2,"888-955-6000
",0.7692307692307693,1.0,0.0,13,0,1
2,"212-684-3140
",0.7692307692307693,1.0,0.0,13,0,1
2,"212-228-0145
",0.7692307692307693,1.0,0.0,13,0,1
2,"646-707-0673
",0.7692307692307693,1.0,0.0,13,0,1
2,"877-354-4481
",0.7692307692307693,1.0,0.0,13,0,1
2,"408-350-1484
",0.7692307692307693,1.0,0.0,13,0,1
2,"647-989-6009
",0.7692307692307693,1.0,0.0,13,0,1
2,"800-963-0891
",0.7692307692307693,1.0,0.0,13,0,1
2,"212-475-2470
",0.7692307692307693,1.0,0.0,13,0,1
2,"613-238-2337
",0.7692307692307693,1.0,0.0,13,0,1
2,"800-390-1119
",0.7692307692307693,1.0,0.0,13,0,1
2,"800-665-8685
",0.7692307692307693,1.0,0.0,13,0,1
2,"800-843-7422
",0.7692307692307693,1.0,0.0,13,0,1
2,"646-368-9685
",0.7692307692307693,1.0,0.0,13,0,1
2,"212-539-0200
",0.7692307692307693,1.0,0.0,13,0,1
2,"866-454-4426 
",0.7142857142857143,1.0,0.0,14,0,1
2,"0167423824
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904054732
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904567146
",0.9090909090909091,1.0,0.0,11,0,1
2,"0904690835
",0.9090909090909091,1.0,0.0,11,0,1
2,"0905516826
",0.9090909090909091,1.0,0.0,11,0,1
2,"0905682529
",0.9090909090909091,1.0,0.0,11,0,1
2,"0912992158
",0.9090909090909091,1.0,0.0,11,0,1
2,"0914162689
",0.9090909090909091,1.0,0.0,11,0,1
2,"0914421796
",0.9090909090909091,1.0,0.0,11,0,1
2,"0918612410
",0.9090909090909091,1.0,0.0,11,0,1
2,"0936053286
",0.9090909090909091,1.0,0.0,11,0,1
2,"0937303282
",0.9090909090909091,1.0,0.0,11,0,1
2,"0942116052
",0.9090909090909091,1.0,0.0,11,0,1
2,"0972544485
",0.9090909090909091,1.0,0.0,11,0,1
2,"0972907579
",0.9090909090909091,1.0,0.0,11,0,1
2,"0974131489
",0.9090909090909091,1.0,0.0,11,0,1
2,"0974131489
",0.9090909090909091,1.0,0.0,11,0,1
2,"0974552551
",0.9090909090909091,1.0,0.0,11,0,1
2,"0974808483
",0.9090909090909091,1.0,0.0,11,0,1
2,"0975236626
",0.9090909090909091,1.0,0.0,11,0,1
2,"0975296509
",0.9090909090909091,1.0,0.0,11,0,1
2,"0975808375
",0.9090909090909091,1.0,0.0,11,0,1
2,"0975861551
",0.9090909090909091,1.0,0.0,11,0,1
2,"0976054844
",0.9090909090909091,1.0,0.0,11,0,1
2,"0976096113
",0.9090909090909091,1.0,0.0,11,0,1
2,"0976388281
",0.9090909090909091,1.0,0.0,11,0,1
2,"0976734967
",0.9090909090909091,1.0,0.0,11,0,1
2,"0976739552
",0.9090909090909091,1.0,0.0,11,0,1
2,"0976764388
",0.9090909090909091,1.0,0.0,11,0,1
2,"0977022810
",0.9090909090909091,1.0,0.0,11,0,1
2,"0977311312
",0.9090909090909091,1.0,0.0,11,0,1
2,"0977557349
",0.9090909090909091,1.0,0.0,11,0,1
2,"0977652886
",0.9090909090909091,1.0,0.0,11,0,1
2,"0978140196
",0.9090909090909091,1.0,0.0,11,0,1
2,"0978178764
",0.9090909090909091,1.0,0.0,11,0,1
2,"0979006323
",0.9090909090909091,1.0,0.0,11,0,1
2,"0979389891
",0.9090909090909091,1.0,0.0,11,0,1
2,"0979650651
",0.9090909090909091,1.0,0.0,11,0,1
2,"0979680065
",0.9090909090909091,1.0,0.0,11,0,1
2,"0979809204
",0.9090909090909091,1.0,0.0,11,0,1
2,"0979879310
",0.9090909090909091,1.0,0.0,11,0,1
2,"0982725726
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983043195
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983412681
",0.9090909090909091,1.0,0.0,11,0,1
2,"0983535586
",0.9090909090909091,1.0,0.0,11,0,1
2,"0984084034
",0.9090909090909091,1.0,0.0,11,0,1
2,"0984200935
",0.9090909090909091,1.0,0.0,11,0,1
2,"0985587050
",0.9090909090909091,1.0,0.0,11,0,1
2,"0985988018
",0.9090909090909091,1.0,0.0,11,0,1
2,"0986109656
",0.9090909090909091,1.0,0.0,11,0,1
2,"0986561497
",0.9090909090909091,1.0,0.0,11,0,1
2,"0986728217
",0.9090909090909091,1.0,0.0,11,0,1
2,"0986958908
",0.9090909090909091,1.0,0.0,11,0,1
2,"0987626642
",0.9090909090909091,1.0,0.0,11,0,1
2,"0988753023
",0.9090909090909091,1.0,0.0,11,0,1
2,"0989352144
",0.9090909090909091,1.0,0.0,11,0,1
2,"01248415126
",0.9166666666666666,1.0,0.0,12,0,1
2,"01253212277
",0.9166666666666666,1.0,0.0,12,0,1
2,"01272389777
",0.9166666666666666,1.0,0.0,12,0,1
2,"01274543993
",0.9166666666666666,1.0,0.0,12,0,1
2,"01292042096
",0.9166666666666666,1.0,0.0,12,0,1
2,"01643845060
",0.9166666666666666,1.0,0.0,12,0,1
2,"01648129157
",0.9166666666666666,1.0,0.0,12,0,1
2,"01649615261
",0.9166666666666666,1.0,0.0,12,0,1
2,"01649616718
",0.9166666666666666,1.0,0.0,12,0,1
2,"01653344585
",0.9166666666666666,1.0,0.0,12,0,1
2,"01656077115
",0.9166666666666666,1.0,0.0,12,0,1
2,"01656077128
",0.9166666666666666,1.0,0.0,12,0,1
2,"01658102387
",0.9166666666666666,1.0,0.0,12,0,1
2,"01666240750
",0.9166666666666666,1.0,0.0,12,0,1
2,"01669788679
",0.9166666666666666,1.0,0.0,12,0,1
2,"01673433886
",0.9166666666666666,1.0,0.0,12,0,1
2,"01674518996
",0.9166666666666666,1.0,0.0,12,0,1
2,"01674519611
",0.9166666666666666,1.0,0.0,12,0,1
2,"01686915981
",0.9166666666666666,1.0,0.0,12,0,1
